input_seq,output_seq,text,metrics
"[1.455, 1.393, 1.351, 1.307, 1.277, 1.249, 1.224, 1.208, 1.168, 1.149, 1.136, 1.101, 1.113, 1.137]","[1.152, 1.152, 1.146]","Over the past fourteen weeks, gasoline retail prices have exhibited a pronounced upward trend. This sustained increase has been primarily driven by a significant and steady rise in global crude oil benchmarks. Concurrently, refinery operations have faced constraints, contributing to tighter fuel supplies. These factors have coincided with robust consumer demand, which has remained strong throughout the period. Furthermore, inventory levels have drawn down, adding further upward pressure on the market. The overall price movement has been characterized by a smooth trajectory with low volatility, indicating a consistent market response to these fundamental drivers. More recently, this upward momentum has steadied, with prices entering a period of mild and stable consolidation.","{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.8021970096973257}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'smooth', 'vol_z': np.float64(0.24900395417630594), 'r2': np.float64(0.9241120002151273), 'diff_z': np.float64(0.25452481489466894)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.2799772963841351}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.050904962978857465}}"
"[1.351, 1.307, 1.277, 1.249, 1.224, 1.208, 1.168, 1.149, 1.136, 1.101, 1.113, 1.137, 1.152, 1.152]","[1.146, 1.142, 1.157]","Over the past fourteen weeks, gasoline retail prices have experienced a pronounced decline. This sustained drop has been primarily driven by lower crude oil benchmark costs and improved refinery output, which has bolstered fuel supplies. Concurrently, inventory levels have remained robust, further alleviating price pressures. Consumer demand has held relatively steady, though typical seasonal variations have been observed. The market has demonstrated low volatility throughout this period, with conditions remaining stable in the most recent weeks.","{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.8428807271638172}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'mixed', 'vol_z': np.float64(0.4721095426623938), 'r2': np.float64(0.7771125797239884), 'diff_z': np.float64(0.313275333786664)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.018040218556926616}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.14883180309443939}}"
"[1.277, 1.249, 1.224, 1.208, 1.168, 1.149, 1.136, 1.101, 1.113, 1.137, 1.152, 1.152, 1.146, 1.142]","[1.157, 1.148, 1.157]","Over the past fourteen weeks, gasoline retail prices have experienced a pronounced decline. This downward trajectory has been primarily driven by lower crude oil benchmark costs and improved refinery operational output, which has bolstered fuel supplies. Concurrently, market conditions have been characterized by a medium level of volatility, with choppy price movements observed. These fluctuations have been influenced by shifting inventory levels and varying regional demand patterns. More recently, this period of decline has given way to a steadier pricing environment, as market drivers have balanced. This stabilization has been supported by consistent refinery runs and stable crude inputs, even as seasonal demand and weather-related factors have introduced typical variability into the market.","{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.424934134034165}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.6592313739075161), 'r2': np.float64(0.5654139956510734), 'diff_z': np.float64(0.3661368932581203)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.1472786940531933}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.0}}"
"[1.224, 1.208, 1.168, 1.149, 1.136, 1.101, 1.113, 1.137, 1.152, 1.152, 1.146, 1.142, 1.157, 1.148]","[1.157, 1.157, 1.185]","Over the past fourteen weeks, gasoline retail prices have experienced a moderate decline. This downward trend has been primarily driven by lower crude oil benchmark costs and improved refinery operational rates, which have boosted fuel supply. Concurrently, inventory levels have remained ample, helping to ease wholesale market pressures. Consumer demand has held relatively stable, though typical seasonal variations have been a factor. The market has exhibited a choppy pattern throughout this period, with intermittent price fluctuations reflecting these underlying supply and demand dynamics. The overall movement has been one of a steady, measured descent.","{'past': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.4306415065511955}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.8962134489413817), 'r2': np.float64(0.19680145394470394), 'diff_z': np.float64(0.5178792783896049)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.5610358849220745}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.9062887371804493}}"
"[1.168, 1.149, 1.136, 1.101, 1.113, 1.137, 1.152, 1.152, 1.146, 1.142, 1.157, 1.148, 1.157, 1.157]","[1.185, 1.262, 1.328]","Over the past fourteen weeks, gasoline retail prices have followed a moderately rising trajectory, characterized by choppy, medium-volatility trading. This upward movement has been primarily driven by firming crude oil benchmarks, which have been supported by production discipline from major exporters. Concurrently, refinery operations have faced intermittent challenges, including unplanned maintenance and weather-related disruptions, constraining the supply of finished gasoline. These supply-side pressures have coincided with robust consumer demand, particularly for motor fuel, which has remained resilient. Furthermore, gasoline inventories have tightened significantly, failing to rebuild adequately to meet consumption levels, thereby exerting sustained upward pressure on pump prices throughout the period.","{'past': {'direction': 'rising', 'severity': 'moderate', 'slope_z': 1.0198608327194525}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.9486774133924026), 'r2': np.float64(0.1000111654301249), 'diff_z': np.float64(0.7164837043229605)}, 'near_term': {'direction': 'rising', 'severity': 'pronounced', 'delta_z': 6.0359672730644505}, 'future': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 8.272939169778782}}"
"[1.136, 1.101, 1.113, 1.137, 1.152, 1.152, 1.146, 1.142, 1.157, 1.148, 1.157, 1.157, 1.185, 1.262]","[1.328, 1.382, 1.412]","Over the past fourteen weeks, gasoline retail prices have undergone a pronounced and sustained upward trend. This increase has been primarily driven by a significant and persistent rally in key global crude oil benchmarks, which has elevated input costs for refineries. Concurrently, refinery operations have faced headwinds, including unplanned maintenance and weather-related disruptions, constraining the supply of finished gasoline. These production challenges have coincided with a drawdown in regional fuel inventories, tightening the physical market. Consumer demand for gasoline has remained robust throughout this period, further contributing to the upward pressure on pump prices. The interplay of these fundamental market drivers has resulted in a choppy but decidedly rising price environment.","{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.4614864483890764}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.6460742741160823), 'r2': np.float64(0.5825880323252857), 'diff_z': np.float64(0.5020189260230538)}, 'near_term': {'direction': 'rising', 'severity': 'pronounced', 'delta_z': 4.815663031110026}, 'future': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.342754988104064}}"
"[1.113, 1.137, 1.152, 1.152, 1.146, 1.142, 1.157, 1.148, 1.157, 1.157, 1.185, 1.262, 1.328, 1.382]","[1.412, 1.454, 1.446]","Over the past fourteen weeks, gasoline retail prices have experienced a pronounced upward trend. This sustained increase has been primarily driven by a combination of factors in the physical market. Global crude oil benchmarks have shown considerable strength, while refinery operations have faced intermittent challenges. Concurrently, regional fuel inventories have tightened significantly, failing to keep pace with robust consumer and industrial demand. These market fundamentals have collectively created a environment of steady upward pressure on pump prices, with the trend persisting through the most recent observations.","{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.581451017146227}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'mixed', 'vol_z': np.float64(0.5993675068354846), 'r2': np.float64(0.640758591744808), 'diff_z': np.float64(0.30877981942823024)}, 'near_term': {'direction': 'rising', 'severity': 'moderate', 'delta_z': 1.4818749206001915}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.44456247617939115}}"
"[1.152, 1.152, 1.146, 1.142, 1.157, 1.148, 1.157, 1.157, 1.185, 1.262, 1.328, 1.382, 1.412, 1.454]","[1.446, 1.446, 1.435]","Over the past fourteen weeks, gasoline retail prices have experienced a pronounced upward trend. This sustained increase has been primarily driven by a significant and steady rise in global crude oil benchmarks. Concurrently, refinery operations have faced challenges, with output constrained by both planned seasonal maintenance and some unplanned outages. These factors have coincided with a draw on gasoline inventories, indicating that supply has struggled to keep pace with robust consumer demand. The market has exhibited low volatility, with the climb characterized by its consistency rather than sharp daily swings, despite mixed smoothness in the weekly price adjustments. Weather events have also intermittently influenced regional supply logistics, contributing to the overall firming of prices at the pump.","{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.8233179715409813}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'mixed', 'vol_z': np.float64(0.48326569688614623), 'r2': np.float64(0.7664542662102769), 'diff_z': np.float64(0.23823947598522072)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.23987445278119943}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.10020072078186801}}"
"[1.146, 1.142, 1.157, 1.148, 1.157, 1.157, 1.185, 1.262, 1.328, 1.382, 1.412, 1.454, 1.446, 1.446]","[1.435, 1.437, 1.431]","Over the past fourteen weeks, gasoline retail prices have experienced a pronounced upward trend. This sustained increase has been primarily driven by a significant and prolonged rally in key global crude oil benchmarks. Concurrently, refinery operations have faced challenges, with output constrained by both planned seasonal maintenance and some unplanned outages. These factors have coincided with a drawdown in gasoline inventories, indicating that supply has struggled to keep pace with robust consumer demand. The market's movement has been characterized by low volatility, resulting in a smooth and consistent climb. More recently, this upward pressure has abated, with prices stabilizing as the market has entered a steadier phase.","{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 3.0448624124468275}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'smooth', 'vol_z': np.float64(0.32945363994844457), 'r2': np.float64(0.891460299123489), 'diff_z': np.float64(0.20798335469636384)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.11331646712989171}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.03162320012922426}}"
"[1.157, 1.148, 1.157, 1.157, 1.185, 1.262, 1.328, 1.382, 1.412, 1.454, 1.446, 1.446, 1.435, 1.437]","[1.431, 1.439, 1.429]","Over the past fourteen weeks, gasoline retail prices have undergone a pronounced upward trend. This sustained increase has been primarily driven by a significant and prolonged rally in key crude oil benchmarks. Concurrently, refinery operations have faced intermittent challenges, contributing to tighter fuel inventories. Consumer and industrial demand for gasoline has remained robust throughout this period, further pressuring the supply chain. Despite these upward pressures, the market's climb has been characterized by low volatility and a smooth trajectory, with minimal daily fluctuations. More recently, this upward momentum has abated, and prices have entered a period of steadiness, holding near their recent highs.","{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.779656018070885}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'smooth', 'vol_z': np.float64(0.3157875814086904), 'r2': np.float64(0.8816573824389786), 'diff_z': np.float64(0.1894890427947112)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.04643233489116574}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.01466284259718781}}"
